216,1827,238,3,0
1008,1702,1030,3,0
1584,1709,312,0,4
1586,1711,312,0,4
1587,1712,312,0,4
1588,1713,312,0,4
1589,1714,356,0,4
1590,1715,312,0,4
1591,1716,377,0,4
1592,1717,356,0,4
1593,1718,356,0,4
1596,1604,356,0,4
1604,1596,356,0,4
1606,1826,72,0,4
1607,1826,138,0,4
1644,1769,293,0,4
1646,1771,249,0,4
1647,1772,293,0,4
1648,1773,293,0,4
1649,1774,293,0,4
1650,1651,380,0,4
1650,1775,336,0,4
1651,1650,380,0,4
1651,1776,293,0,4
1652,1777,293,0,4
1653,1778,293,0,4
1654,1779,337,0,4
1655,1780,380,0,4
1656,1781,337,0,4
1657,1782,337,0,4
1658,1783,337,0,4
1659,1784,381,0,4
1660,1785,359,0,4
1661,1786,337,0,4
1662,1787,381,0,4
1663,1788,381,0,4
1664,1789,425,0,4
1665,1790,424,0,4
1666,1791,381,0,4
1667,1792,381,0,4
1669,1794,425,0,4
1670,1795,468,0,4
1671,1796,425,0,4
1672,1797,425,0,4
1673,1798,425,0,4
1674,1799,469,0,4
1675,1800,447,0,4
1676,1801,469,0,4
1677,1802,469,0,4
1678,1803,469,0,4
1679,1693,579,0,4
1679,1804,513,0,4
1680,1805,491,0,4
1681,1806,469,0,4
1682,1807,513,0,4
1683,1808,513,0,4
1685,1810,556,0,4
1686,1811,513,0,4
1687,1812,513,0,4
1690,1815,600,0,4
1693,1679,579,0,4
1694,1819,601,0,4
1695,1820,579,0,4
1697,1822,601,0,4
1698,1823,601,0,4
1700,1825,644,0,4
1701,1731,863,0,4
1701,1732,929,0,4
1701,1826,601,0,4
1702,1827,601,0,4
1705,1830,688,0,4
1709,1584,689,0,4
1711,1586,689,0,4
1712,1587,689,0,4
1713,1588,689,0,4
1714,1589,733,0,4
1715,1590,711,0,4
1716,1591,689,0,4
1717,1592,733,0,4
1718,1593,733,0,4
1721,1729,1148,0,4
1729,1721,1148,0,4
1731,1701,864,0,4
1732,1701,930,0,4
1769,1644,1500,0,4
1771,1646,1521,0,4
1772,1647,1521,0,4
1773,1648,1500,0,4
1774,1649,1565,0,4
1775,1650,1500,0,4
1775,1776,1172,0,4
1776,1651,1500,0,4
1776,1775,1172,0,4
1777,1652,1500,0,4
1778,1653,1565,0,4
1779,1654,1544,0,4
1780,1655,1500,0,4
1781,1656,1544,0,4
1782,1657,1544,0,4
1783,1658,1544,0,4
1784,1659,4,0,4
1785,1660,1544,0,4
1786,1661,25,0,4
1787,1662,4,0,4
1788,1663,4,0,4
1789,1664,48,0,4
1790,1665,4,0,4
1791,1666,4,0,4
1792,1667,4,0,4
1794,1669,48,0,4
1795,1670,4,0,4
1796,1671,48,0,4
1797,1672,48,0,4
1798,1673,48,0,4
1799,1674,92,0,4
1800,1675,48,0,4
1801,1676,92,0,4
1802,1677,92,0,4
1803,1678,92,0,4
1804,1679,136,0,4
1804,1818,1371,0,4
1805,1680,92,0,4
1806,1681,157,0,4
1807,1682,136,0,4
1808,1683,136,0,4
1810,1685,136,0,4
1811,1686,136,0,4
1812,1687,136,0,4
1815,1690,136,0,4
1818,1804,1371,0,4
1819,1694,224,0,4
1820,1695,180,0,4
1822,1697,224,0,4
1823,1698,224,0,4
1825,1700,224,0,4
1826,1606,71,0,4
1826,1607,137,0,4
1826,1701,224,0,4
1827,1702,224,0,4
1830,1705,224,0,4
